Unnamed: 0,ADDR_FULL,ZIP5,PLUS4,CTYNAME,POSTALCTYNAME,LAT,LON,APPRLNDVAL,APPR_IMPR,TAX_LNDVAL,TAX_IMPR,is_threatened
20325,46405 268TH AVE SE,98022,7358.0,,ENUMCLAW,47.18474,-121.98458,268000.0,144000.0,42271.0,144000.0,0
20326,26719 SE 472ND ST,98022,9368.0,,ENUMCLAW,47.17685,-121.98461,0.0,0.0,0.0,0.0,0
20327,27507 SE 467TH PL,98022,9327.0,,ENUMCLAW,47.18148,-121.97479,86000.0,147000.0,86000.0,147000.0,0
20328,27517 SE 467TH PL,98022,9327.0,,ENUMCLAW,47.18148,-121.97448,83000.0,171000.0,83000.0,171000.0,0
20329,27527 SE 467TH PL,98022,9327.0,,ENUMCLAW,47.18148,-121.97416,83000.0,144000.0,60000.0,79000.0,0
20330,26025 SE 472ND ST,98022,9371.0,,ENUMCLAW,47.17696,-121.9936,393000.0,475000.0,73661.0,475000.0,0
20331,316 ELLINGSON RD,98001,6.0,ALGONA,AUBURN,47.26958,-122.24412,1543200.0,2335100.0,1543200.0,2335100.0,True
20332,310 MILWAUKEE BLVD N,98047,1100.0,PACIFIC,PACIFIC,47.27099,-122.24899,948400.0,1895000.0,0.0,0.0,True
20333,5275 A ST SE,98092,8628.0,PACIFIC,AUBURN,47.26173,-122.23112,256000.0,0.0,0.0,0.0,True
20334,504 3RD AVE SE,98047,1432.0,PACIFIC,PACIFIC,47.26439,-122.23871,82000.0,58000.0,82000.0,58000.0,True
20335,502 3RD AVE SE,98047,1432.0,PACIFIC,PACIFIC,47.26444,-122.23945,70000.0,79000.0,70000.0,79000.0,True
20336,102 3RD AVE SE,98047,1349.0,PACIFIC,PACIFIC,47.26401,-122.24983,120000.0,357000.0,0.0,0.0,True
20337,4910 A ST SE,98092,8633.0,AUBURN,AUBURN,47.26423,-122.22916,117900.0,628000.0,0.0,0.0,True
20338,410 5TH AVE SE,98047,1422.0,PACIFIC,PACIFIC,47.26027,-122.24211,244000.0,153000.0,244000.0,153000.0,True
20339,509 BUTTE AVE,98047,1414.0,PACIFIC,PACIFIC,47.26033,-122.24467,94000.0,91000.0,94000.0,91000.0,True
20340,401 1ST AVE E,98047,1442.0,ALGONA,PACIFIC,47.26845,-122.242,79000.0,160000.0,79000.0,160000.0,True
20341,327 1ST AVE E,98047,1475.0,ALGONA,PACIFIC,47.26843,-122.24253,80000.0,111000.0,80000.0,111000.0,True
20342,617 BUTTE AVE,98047,1411.0,PACIFIC,PACIFIC,47.2576,-122.24467,87000.0,166000.0,63000.0,144000.0,True
20343,301 1ST AVE E,98047,1475.0,ALGONA,PACIFIC,47.26846,-122.24423,164600.0,1000.0,164600.0,1000.0,True
20344,508 3RD AVE SE,98047,1432.0,PACIFIC,PACIFIC,47.26378,-122.23939,314200.0,1892800.0,314200.0,1892800.0,True
20345,507 4TH AVE SE,98047,1456.0,PACIFIC,PACIFIC,47.2625,-122.23941,100000.0,381000.0,100000.0,381000.0,True
20346,508 4TH AVE SE,98047,1457.0,PACIFIC,PACIFIC,47.26122,-122.23939,100000.0,348000.0,100000.0,348000.0,True
20347,407 1ST AVE E,98047,1442.0,ALGONA,PACIFIC,47.26843,-122.24144,70000.0,266000.0,70000.0,266000.0,True
20348,506 4TH AVE SE,98047,1463.0,PACIFIC,PACIFIC,47.26151,-122.23939,100000.0,370000.0,100000.0,370000.0,True
20349,504 4TH AVE SE,98047,1461.0,PACIFIC,PACIFIC,47.26178,-122.23938,100000.0,327000.0,100000.0,327000.0,True
20350,502 4TH AVE SE,98047,1459.0,PACIFIC,PACIFIC,47.26206,-122.23938,100000.0,369000.0,100000.0,369000.0,True
20351,505 4TH AVE SE,98047,1456.0,PACIFIC,PACIFIC,47.26276,-122.23939,100000.0,369000.0,100000.0,369000.0,True
20352,503 4TH AVE SE,98047,1460.0,PACIFIC,PACIFIC,47.26304,-122.23936,100000.0,369000.0,100000.0,369000.0,True
20353,501 4TH AVE SE,98047,1456.0,PACIFIC,PACIFIC,47.26332,-122.23936,100000.0,369000.0,100000.0,369000.0,True
20354,306 ELLINGSON RD,98001,6.0,ALGONA,AUBURN,47.27114,-122.24422,781900.0,3813000.0,781900.0,3813000.0,True
20355,506 3RD AVE SE,98047,1432.0,PACIFIC,PACIFIC,47.26416,-122.23947,72000.0,221000.0,72000.0,221000.0,True
20356,574 HAWTHORNE AVE S,98047,1483.0,PACIFIC,PACIFIC,47.25954,-122.24237,70000.0,202000.0,70000.0,202000.0,True
20357,566 HAWTHORNE AVE S,98047,1483.0,PACIFIC,PACIFIC,47.25971,-122.24248,70000.0,216000.0,70000.0,216000.0,True
20358,558 HAWTHORNE AVE S,98047,1483.0,PACIFIC,PACIFIC,47.25986,-122.24249,70000.0,249000.0,70000.0,249000.0,True
20359,550 HAWTHORNE AVE S,98047,1483.0,PACIFIC,PACIFIC,47.26002,-122.24249,70000.0,278000.0,70000.0,278000.0,True
20360,17632 SE 376TH ST,98092,9522.0,,AUBURN,47.26496,-122.10508,468000.0,697000.0,78740.0,697000.0,0
20361,37131 168TH AVE SE,98092,9591.0,,AUBURN,47.27171,-122.12192,566800.0,669000.0,279392.0,669000.0,0
20362,37301 168TH AVE SE,98092,9591.0,,AUBURN,47.26816,-122.11894,169000.0,158000.0,99719.0,158000.0,0
20363,17020 SE 376TH ST,98092,9536.0,,AUBURN,47.26529,-122.11518,90000.0,280000.0,73895.0,280000.0,0
20364,16929 SE 376TH ST,98092,9515.0,,AUBURN,47.26436,-122.11556,182000.0,214000.0,182000.0,214000.0,0
20365,16655 SE 376TH ST,98092,9431.0,,AUBURN,47.26448,-122.12054,259000.0,185000.0,259000.0,185000.0,0
20366,38104 160TH PL SE,98092,9493.0,,AUBURN,47.26051,-122.12323,239000.0,285000.0,239000.0,285000.0,0
20367,16816 SE 384TH ST,98092,9759.0,,AUBURN,47.25788,-122.1174,174000.0,238000.0,174000.0,238000.0,0
20368,37824 176TH AVE SE,98092,9587.0,,AUBURN,47.2622,-122.10711,293000.0,435000.0,205035.0,435000.0,0
20369,37811 176TH AVE SE,98092,9587.0,,AUBURN,47.26257,-122.10815,635000.0,798000.0,76916.0,798000.0,0
20370,17910 SE 384TH ST,98092,9713.0,,AUBURN,47.25765,-122.10287,177000.0,307000.0,108577.0,307000.0,0
20371,38125 160TH PL SE,98092,9493.0,,AUBURN,47.25969,-122.12312,210000.0,159000.0,210000.0,159000.0,0
20372,16508 SE 376TH ST,98092,9431.0,,AUBURN,47.26595,-122.12011,195000.0,0.0,23116.0,0.0,0
20373,17200 SE 373RD ST,98092,9508.0,,AUBURN,47.26724,-122.11361,167000.0,366000.0,98054.0,366000.0,0
20374,17122 SE 384TH ST,98092,9764.0,,AUBURN,47.25802,-122.11291,141000.0,155000.0,141000.0,155000.0,0
20375,17517 SE 376TH ST,98092,9521.0,,AUBURN,47.26441,-122.10829,150000.0,245000.0,150000.0,245000.0,0
20376,16804 SE 384TH ST,98092,9759.0,,AUBURN,47.25914,-122.11756,181000.0,272000.0,181000.0,272000.0,0
20377,16800 SE 384TH ST,98092,9759.0,,AUBURN,47.26025,-122.11782,242000.0,75000.0,242000.0,75000.0,0
20378,37609 165TH AVE SE,98092,9495.0,,AUBURN,47.26428,-122.12226,152000.0,573000.0,152000.0,573000.0,0
20379,37627 165TH AVE SE,98092,9495.0,,AUBURN,47.26378,-122.12215,152000.0,315000.0,152000.0,315000.0,0
20380,37630 165TH AVE SE,98092,9495.0,,AUBURN,47.26376,-122.12119,138000.0,365000.0,138000.0,365000.0,0
20381,38030 176TH AVE SE,98092,9531.0,,AUBURN,47.26006,-122.10711,180000.0,204000.0,101287.0,204000.0,0
20382,37806 176TH AVE SE,98092,9587.0,,AUBURN,47.26278,-122.10734,295000.0,60000.0,295000.0,60000.0,0
20383,17430 SE 376TH ST,98092,9521.0,,AUBURN,47.26497,-122.10878,203000.0,142000.0,203000.0,142000.0,0
20384,38208 176TH AVE SE,98092,9531.0,,AUBURN,47.25905,-122.10709,135000.0,249000.0,135000.0,249000.0,0
20385,37711 165TH AVE SE,98092,9495.0,,AUBURN,47.2633,-122.12209,147000.0,376000.0,147000.0,376000.0,0
20386,17224 SE 384TH ST,98092,9707.0,,AUBURN,47.25825,-122.1117,130000.0,141000.0,96000.0,85000.0,0
20387,37800 165TH AVE SE,98092,9495.0,,AUBURN,47.26231,-122.12151,284000.0,1912000.0,284000.0,1912000.0,0
20388,17191 SE 373RD ST,98092,9542.0,,AUBURN,47.26585,-122.11357,90000.0,213000.0,74507.0,213000.0,0
20389,17110 SE 384TH ST,98092,9764.0,,AUBURN,47.2582,-122.11349,175000.0,488000.0,175000.0,488000.0,0
20390,38006 176TH AVE SE,98092,9531.0,,AUBURN,47.26088,-122.10709,180000.0,323000.0,180000.0,323000.0,0
20391,16822 SE 376TH ST,98092,9515.0,,AUBURN,47.26526,-122.11756,177000.0,458000.0,177000.0,458000.0,0
20392,37811 168TH AVE SE,98092,9509.0,,AUBURN,47.26273,-122.11955,192000.0,279000.0,192000.0,279000.0,0
20393,37901 168TH AVE SE,98092,9592.0,,AUBURN,47.26177,-122.12002,182000.0,311000.0,182000.0,311000.0,0
20394,38009 168TH AVE SE,98092,9558.0,,AUBURN,47.26086,-122.11913,192000.0,494000.0,192000.0,494000.0,0
20395,38205 168TH AVE SE,98092,9533.0,,AUBURN,47.25932,-122.11914,187000.0,366000.0,187000.0,366000.0,0
20396,38134 160TH PL SE,98092,9493.0,,AUBURN,47.25955,-122.12136,182000.0,328000.0,182000.0,328000.0,0
20397,38226 160TH PL SE,98092,9493.0,,AUBURN,47.25866,-122.12106,180000.0,337000.0,180000.0,337000.0,0
20398,17114 SE 383RD ST,98092,9516.0,,AUBURN,47.25862,-122.11356,187000.0,473000.0,187000.0,473000.0,0
20399,16916 SE 376TH ST,98092,9515.0,,AUBURN,47.26531,-122.1161,161000.0,424000.0,161000.0,424000.0,0
20400,16706 SE 376TH ST,98092,9431.0,,AUBURN,47.26501,-122.11919,169000.0,116000.0,169000.0,116000.0,0
20401,17120 SE 383RD ST,98092,9516.0,,AUBURN,47.25889,-122.11324,195000.0,72000.0,195000.0,72000.0,0
20402,16600 SE 376TH ST,98092,9431.0,,AUBURN,47.26626,-122.12165,195000.0,1167000.0,47895.0,1167000.0,0
20403,17134 SE 383RD ST,98092,9516.0,,AUBURN,47.25859,-122.11254,204000.0,516000.0,204000.0,516000.0,0
20404,37300 168TH AVE SE,98092,9591.0,,AUBURN,47.26744,-122.11717,172000.0,213000.0,106925.0,213000.0,0
20405,16825 SE 376TH ST,98092,9515.0,,AUBURN,47.26435,-122.11666,169000.0,732000.0,169000.0,732000.0,0
20406,37709 170TH AVE SE,98092,9503.0,,AUBURN,47.2635,-122.11586,180000.0,238000.0,180000.0,238000.0,0
20407,37724 170TH AVE SE,98092,9503.0,,AUBURN,47.26312,-122.11509,180000.0,335000.0,180000.0,335000.0,0
20408,37815 170TH AVE SE,98092,9524.0,,AUBURN,47.2623,-122.11762,189000.0,312000.0,189000.0,312000.0,0
20409,37816 170TH AVE SE,98092,9524.0,,AUBURN,47.26231,-122.11429,180000.0,428000.0,180000.0,428000.0,0
20410,37917 170TH AVE SE,98092,9524.0,,AUBURN,47.26133,-122.11776,189000.0,494000.0,189000.0,494000.0,0
20411,37612 165TH AVE SE,98092,9495.0,,AUBURN,47.26439,-122.1211,147000.0,908000.0,147000.0,908000.0,0
20412,37918 176TH AVE SE,98092,9587.0,,AUBURN,47.26135,-122.10716,182000.0,288000.0,182000.0,288000.0,0
20413,37632 176TH AVE SE,98092,9538.0,,AUBURN,47.26401,-122.10426,177000.0,362000.0,177000.0,362000.0,0
20414,37717 265TH PL SE,98022,5824.0,,ENUMCLAW,47.26229,-121.99076,429000.0,1900000.0,162101.0,1900000.0,0
20415,26262 SE 380TH LN,98022,6842.0,,ENUMCLAW,47.26266,-121.9953,455000.0,790000.0,455000.0,790000.0,0
20416,26224 SE 383RD ST,98022,8881.0,,ENUMCLAW,47.25739,-121.99384,409000.0,307000.0,409000.0,307000.0,0
20417,38012 265TH PL SE,98022,8715.0,,ENUMCLAW,47.25983,-121.9872,502000.0,441000.0,198935.0,441000.0,0
20418,38323 ENUMCLAW FRANKLIN RD SE,98022,8707.0,,ENUMCLAW,47.25646,-121.98665,190000.0,204000.0,81600.0,91000.0,0
20419,38011 265TH PL SE,98022,8715.0,,ENUMCLAW,47.2597,-121.98986,489000.0,1099000.0,289544.0,1099000.0,0
20420,37815 265TH PL SE,98022,8714.0,,ENUMCLAW,47.26145,-121.9898,397000.0,1011000.0,159850.0,1011000.0,0
20421,26258 SE 380TH LN,98022,6842.0,,ENUMCLAW,47.26131,-121.99509,471000.0,825000.0,471000.0,825000.0,0
20422,26270 SE 380TH LN,98022,6842.0,,ENUMCLAW,47.26127,-121.99322,471000.0,1620000.0,471000.0,1620000.0,0
20423,26266 SE 380TH LN,98022,6842.0,,ENUMCLAW,47.26261,-121.99317,351000.0,1725000.0,351000.0,1725000.0,0
20424,26202 SE 383RD ST,98022,8881.0,,ENUMCLAW,47.2596,-121.99614,473000.0,636000.0,473000.0,636000.0,0
20425,26330 SE 383RD ST,98022,6863.0,,ENUMCLAW,47.25948,-121.99191,456000.0,793000.0,456000.0,793000.0,0
20426,5110 FRONTAGE RD,98001,1714.0,AUBURN,AUBURN,47.35314,-122.24054,2101300.0,11558300.0,2101300.0,11558300.0,0
20427,28014 W VALLEY HWY S,98001,7256.0,,AUBURN,47.35029,-122.24921,339000.0,14000.0,63803.0,14000.0,0
20428,28418 W VALLEY HWY S,98001,7252.0,,AUBURN,47.34657,-122.24926,118000.0,14000.0,118000.0,14000.0,0
20429,6927 S 285TH ST,98001,7240.0,,AUBURN,47.34588,-122.2473,99000.0,359000.0,99000.0,359000.0,0
20430,4510 FRONTAGE RD,98001,1741.0,AUBURN,AUBURN,47.34915,-122.24323,5783900.0,37304200.0,5783900.0,37304200.0,0
20431,813 44TH ST NW,98001,1793.0,AUBURN,AUBURN,47.34692,-122.24008,899700.0,5474500.0,899700.0,5474500.0,0
20432,30248 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.32979,-122.29906,78000.0,259000.0,78000.0,259000.0,0
20433,2626 S 304TH ST,98003,4811.0,FEDERAL WAY,FEDERAL WAY,47.32996,-122.29888,84000.0,141000.0,84000.0,141000.0,0
20434,30236 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.3301,-122.29903,84000.0,253000.0,84000.0,253000.0,0
20435,30228 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33031,-122.29903,84000.0,195000.0,84000.0,195000.0,0
20436,30220 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.3305,-122.29903,84000.0,194000.0,84000.0,194000.0,0
20437,30212 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33069,-122.29896,84000.0,215000.0,84000.0,215000.0,0
20438,30204 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33089,-122.29895,84000.0,206000.0,84000.0,206000.0,0
20439,30200 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33105,-122.29892,84000.0,215000.0,84000.0,215000.0,0
20440,2544 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33122,-122.29902,84000.0,224000.0,84000.0,224000.0,0
20441,2538 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33126,-122.29936,84000.0,196000.0,84000.0,196000.0,0
20442,2530 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33121,-122.29966,84000.0,198000.0,84000.0,198000.0,0
20443,2522 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33122,-122.29994,84000.0,184000.0,84000.0,184000.0,0
20444,2514 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33122,-122.30023,84000.0,188000.0,84000.0,188000.0,0
20445,2508 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33126,-122.3005,84000.0,212000.0,84000.0,212000.0,0
20446,2500 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33129,-122.30086,84000.0,197000.0,68000.0,148000.0,0
20447,30201 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33122,-122.30113,84000.0,187000.0,84000.0,187000.0,0
20448,30205 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33096,-122.30114,84000.0,170000.0,84000.0,170000.0,0
20449,30213 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33078,-122.30116,84000.0,170000.0,84000.0,170000.0,0
20450,30221 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33058,-122.30116,84000.0,174000.0,84000.0,174000.0,0
20451,30229 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33039,-122.30112,84000.0,224000.0,84000.0,224000.0,0
20452,30235 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33019,-122.30112,84000.0,184000.0,84000.0,184000.0,0
20453,30241 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33,-122.3011,84000.0,212000.0,84000.0,212000.0,0
20454,30249 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.32981,-122.3011,78000.0,189000.0,78000.0,189000.0,0
20455,30222 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33056,-122.30062,84000.0,184000.0,84000.0,184000.0,0
20456,30212 25TH PL S,98003,4205.0,FEDERAL WAY,FEDERAL WAY,47.33074,-122.30062,84000.0,190000.0,84000.0,190000.0,0
20457,2507 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33089,-122.30055,84000.0,258000.0,84000.0,258000.0,0
20458,2513 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.3306,-122.30015,84000.0,293000.0,84000.0,293000.0,0
20459,2525 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33089,-122.30012,84000.0,186000.0,84000.0,186000.0,0
20460,2529 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33089,-122.29982,84000.0,196000.0,84000.0,196000.0,0
20461,2537 S 302ND PL,98003,4265.0,FEDERAL WAY,FEDERAL WAY,47.33088,-122.29953,84000.0,199000.0,84000.0,199000.0,0
20462,30213 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.3306,-122.29954,84000.0,195000.0,84000.0,195000.0,0
20463,30221 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33042,-122.29954,84000.0,185000.0,84000.0,185000.0,0
20464,30229 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33024,-122.2996,84000.0,173000.0,84000.0,173000.0,0
20465,30235 26TH PL S,98003,4210.0,FEDERAL WAY,FEDERAL WAY,47.33003,-122.29966,84000.0,185000.0,84000.0,185000.0,0
20466,5824 35TH WAY SE,98092,7355.0,AUBURN,AUBURN,47.27678,-122.15126,86000.0,207000.0,86000.0,207000.0,0
20467,5902 35TH WAY SE,98092,7371.0,AUBURN,AUBURN,47.27672,-122.15096,86000.0,161000.0,86000.0,161000.0,0
20468,3501 LILAC ST SE,98092,7378.0,AUBURN,AUBURN,47.27664,-122.15063,86000.0,223000.0,86000.0,223000.0,0
20469,3515 LILAC ST SE,98092,7378.0,AUBURN,AUBURN,47.27646,-122.15082,86000.0,193000.0,86000.0,193000.0,0
20470,3525 LILAC ST SE,98092,7378.0,AUBURN,AUBURN,47.27627,-122.15098,86000.0,162000.0,86000.0,162000.0,0
20471,5825 37TH ST SE,98092,7319.0,AUBURN,AUBURN,47.27616,-122.15123,86000.0,203000.0,86000.0,203000.0,0
20472,5819 37TH ST SE,98092,7319.0,AUBURN,AUBURN,47.27614,-122.15154,86000.0,173000.0,86000.0,173000.0,0
20473,5814 37TH ST SE,98092,7318.0,AUBURN,AUBURN,47.27573,-122.15181,86000.0,210000.0,86000.0,210000.0,0
20474,5820 37TH ST SE,98092,7318.0,AUBURN,AUBURN,47.27575,-122.15146,86000.0,155000.0,86000.0,155000.0,0
20475,5826 37TH ST SE,98092,7318.0,AUBURN,AUBURN,47.27576,-122.15114,86000.0,155000.0,86000.0,155000.0,0
20476,5902 37TH ST SE,98092,7387.0,AUBURN,AUBURN,47.2758,-122.15084,86000.0,158000.0,86000.0,158000.0,0
20477,5910 37TH CT SE,98092,7395.0,AUBURN,AUBURN,47.27577,-122.15055,86000.0,160000.0,86000.0,160000.0,0
20478,5918 37TH CT SE,98092,7395.0,AUBURN,AUBURN,47.27575,-122.15023,86000.0,182000.0,86000.0,182000.0,0
20479,5926 37TH CT SE,98092,7395.0,AUBURN,AUBURN,47.27576,-122.14991,86000.0,185000.0,86000.0,185000.0,0
20480,6002 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.27574,-122.1496,86000.0,183000.0,86000.0,183000.0,0
20481,6006 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.27583,-122.14922,86000.0,189000.0,86000.0,189000.0,0
20482,6010 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.276,-122.1491,86000.0,185000.0,86000.0,185000.0,0
20483,6009 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.27615,-122.14923,86000.0,213000.0,86000.0,213000.0,0
20484,6005 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.27631,-122.14954,86000.0,251000.0,86000.0,251000.0,0
20485,6001 37TH CT SE,98092,7388.0,AUBURN,AUBURN,47.27624,-122.14983,86000.0,162000.0,86000.0,162000.0,0
20486,5921 37TH CT SE,98092,7395.0,AUBURN,AUBURN,47.27612,-122.15009,86000.0,249000.0,86000.0,249000.0,0
20487,5901 37TH CT SE,98092,7395.0,AUBURN,AUBURN,47.27616,-122.15034,86000.0,181000.0,86000.0,181000.0,0
20488,3520 LILAC ST SE,98092,7378.0,AUBURN,AUBURN,47.27637,-122.15013,86000.0,161000.0,86000.0,161000.0,0
20489,3502 LILAC ST SE,98092,7378.0,AUBURN,AUBURN,47.27654,-122.14994,86000.0,171000.0,86000.0,171000.0,0
20490,5920 35TH WAY SE,98092,7371.0,AUBURN,AUBURN,47.27664,-122.14975,86000.0,223000.0,86000.0,223000.0,0
20491,5928 35TH WAY SE,98092,7371.0,AUBURN,AUBURN,47.27679,-122.14954,86000.0,182000.0,86000.0,182000.0,0
20492,6002 35TH WAY SE,98092,7383.0,AUBURN,AUBURN,47.27696,-122.14935,86000.0,166000.0,86000.0,166000.0,0
20493,6008 35TH WAY SE,98092,7383.0,AUBURN,AUBURN,47.27712,-122.14916,86000.0,227000.0,86000.0,227000.0,0
20494,6014 35TH WAY SE,98092,7383.0,AUBURN,AUBURN,47.27729,-122.14891,86000.0,183000.0,86000.0,183000.0,0
20495,6026 35TH WAY SE,98092,7383.0,AUBURN,AUBURN,47.27747,-122.14871,86000.0,168000.0,86000.0,168000.0,0
20496,6102 35TH WAY SE,98092,7360.0,AUBURN,AUBURN,47.27755,-122.14841,86000.0,215000.0,86000.0,215000.0,0
20497,6108 35TH WAY SE,98092,7360.0,AUBURN,AUBURN,47.27757,-122.14812,86000.0,189000.0,86000.0,189000.0,0
20498,6116 35TH WAY SE,98092,7360.0,AUBURN,AUBURN,47.27757,-122.14781,86000.0,246000.0,86000.0,246000.0,0
20499,3503 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27727,-122.14795,86000.0,190000.0,86000.0,190000.0,0
20500,3505 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27724,-122.14823,86000.0,213000.0,86000.0,213000.0,0
20501,3507 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27715,-122.14851,86000.0,207000.0,86000.0,207000.0,0
20502,3509 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27699,-122.14877,86000.0,199000.0,86000.0,199000.0,0
20503,3511 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27684,-122.14897,86000.0,210000.0,86000.0,210000.0,0
20504,3513 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27668,-122.14922,86000.0,196000.0,86000.0,196000.0,0
20505,3515 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27648,-122.14924,86000.0,213000.0,86000.0,213000.0,0
20506,3517 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27635,-122.149,86000.0,190000.0,86000.0,190000.0,0
20507,3519 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27631,-122.14867,86000.0,215000.0,86000.0,215000.0,0
20508,3521 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27649,-122.1485,86000.0,200000.0,86000.0,200000.0,0
20509,3523 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27666,-122.14833,86000.0,215000.0,86000.0,215000.0,0
20510,3525 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.2768,-122.14812,86000.0,196000.0,86000.0,196000.0,0
20511,3527 ORCHARD PL SE,98092,7392.0,AUBURN,AUBURN,47.27687,-122.14782,86000.0,246000.0,86000.0,246000.0,0
20512,6135 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.27669,-122.14757,86000.0,194000.0,86000.0,194000.0,0
20513,6129 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.27654,-122.14775,86000.0,210000.0,86000.0,210000.0,0
20514,6123 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.27638,-122.14794,86000.0,199000.0,86000.0,199000.0,0
20515,6115 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.2762,-122.14801,86000.0,227000.0,86000.0,227000.0,0
20516,6107 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.27603,-122.14826,86000.0,169000.0,86000.0,169000.0,0
20517,6101 36TH ST SE,98092,7382.0,AUBURN,AUBURN,47.27578,-122.14844,86000.0,242000.0,86000.0,242000.0,0
20518,6102 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27576,-122.14802,86000.0,208000.0,86000.0,208000.0,0
20519,6108 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27576,-122.14762,86000.0,245000.0,86000.0,245000.0,0
20520,6112 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27589,-122.14743,86000.0,215000.0,86000.0,215000.0,0
20521,6116 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27609,-122.1474,86000.0,148000.0,86000.0,148000.0,0
20522,6126 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27627,-122.14725,86000.0,162000.0,86000.0,162000.0,0
20523,6130 36TH ST SE,98092,7369.0,AUBURN,AUBURN,47.27642,-122.14712,86000.0,270000.0,86000.0,270000.0,0
20524,3603 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27623,-122.14676,86000.0,203000.0,86000.0,203000.0,0
20525,3605 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27609,-122.14702,86000.0,320000.0,86000.0,320000.0,0
20526,3607 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27591,-122.14705,86000.0,173000.0,86000.0,173000.0,0
20527,3609 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27577,-122.14692,86000.0,240000.0,86000.0,240000.0,0
20528,3611 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27576,-122.14654,86000.0,266000.0,86000.0,266000.0,0
20529,3613 ORCHARD ST SE,98092,7386.0,AUBURN,AUBURN,47.27584,-122.1463,86000.0,193000.0,86000.0,193000.0,0
