Unnamed: 0,ADDR_FULL,ZIP5,PLUS4,CTYNAME,POSTALCTYNAME,LAT,LON,APPRLNDVAL,APPR_IMPR,TAX_LNDVAL,TAX_IMPR,is_threatened
4211,12310 SE 293RD ST,98092,2082.0,KENT,AUBURN,47.33987,-122.17703,121000.0,329000.0,121000.0,329000.0,0
4212,12311 SE 292ND ST,98092,2077.0,KENT,AUBURN,47.34018,-122.177,121000.0,306000.0,121000.0,306000.0,0
4213,12309 SE 292ND ST,98092,2077.0,KENT,AUBURN,47.34018,-122.17716,121000.0,320000.0,121000.0,320000.0,0
4214,12303 SE 292ND ST,98092,2077.0,KENT,AUBURN,47.34017,-122.17733,121000.0,306000.0,121000.0,306000.0,0
4215,12229 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34015,-122.17747,121000.0,320000.0,121000.0,320000.0,0
4216,12227 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34012,-122.17761,121000.0,306000.0,121000.0,306000.0,0
4217,12221 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34009,-122.17775,121000.0,320000.0,121000.0,320000.0,0
4218,12217 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34006,-122.17789,121000.0,306000.0,121000.0,306000.0,0
4219,12213 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34003,-122.17804,121000.0,320000.0,121000.0,320000.0,0
4220,12207 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.33999,-122.17818,121000.0,306000.0,121000.0,306000.0,0
4221,12205 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.33995,-122.17831,121000.0,320000.0,121000.0,320000.0,0
4222,12203 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.33988,-122.17844,121000.0,306000.0,121000.0,306000.0,0
4223,12127 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33973,-122.17876,99000.0,282000.0,99000.0,282000.0,0
4224,12123 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33966,-122.17887,99000.0,297000.0,99000.0,297000.0,0
4225,12121 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33959,-122.17898,99000.0,290000.0,99000.0,290000.0,0
4226,12117 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.3395,-122.17913,99000.0,282000.0,99000.0,282000.0,0
4227,12104 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33849,-122.17976,121000.0,346000.0,121000.0,346000.0,0
4228,12108 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.3385,-122.17957,121000.0,375000.0,121000.0,375000.0,0
4229,12110 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33872,-122.17962,121000.0,339000.0,121000.0,339000.0,0
4230,12112 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33867,-122.17923,121000.0,298000.0,121000.0,298000.0,0
4231,12116 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33849,-122.1793,121000.0,298000.0,121000.0,298000.0,0
4232,12120 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33848,-122.17912,121000.0,337000.0,121000.0,337000.0,0
4233,12115 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33816,-122.1791,121000.0,375000.0,121000.0,375000.0,0
4234,12111 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33815,-122.17929,121000.0,350000.0,121000.0,350000.0,0
4235,12107 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33815,-122.17943,121000.0,327000.0,121000.0,327000.0,0
4236,12105 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33815,-122.1796,121000.0,348000.0,121000.0,348000.0,0
4237,12103 SE 294TH CT,98092,2083.0,KENT,AUBURN,47.33815,-122.17977,110000.0,352000.0,110000.0,352000.0,0
4238,12102 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.3379,-122.17977,121000.0,362000.0,121000.0,362000.0,0
4239,12104 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.3379,-122.1796,121000.0,375000.0,121000.0,375000.0,0
4240,12106 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.3379,-122.17944,121000.0,362000.0,121000.0,362000.0,0
4241,12110 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.3379,-122.17926,121000.0,375000.0,121000.0,375000.0,0
4242,12105 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.33757,-122.1796,121000.0,375000.0,121000.0,375000.0,0
4243,12103 SE 295TH CT,98092,2084.0,KENT,AUBURN,47.33756,-122.1798,121000.0,362000.0,121000.0,362000.0,0
4244,29630 121ST PL SE,98092,2060.0,KENT,AUBURN,47.33625,-122.17973,121000.0,430000.0,121000.0,430000.0,0
4245,29706 121ST PL SE,98092,2061.0,KENT,AUBURN,47.33611,-122.17967,121000.0,0.0,121000.0,0.0,0
4246,29710 121ST PL SE,98092,2061.0,KENT,AUBURN,47.33598,-122.17961,121000.0,0.0,121000.0,0.0,0
4247,29714 121ST PL SE,98092,2061.0,KENT,AUBURN,47.33583,-122.17955,121000.0,0.0,121000.0,0.0,0
4248,29804 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33506,-122.17932,121000.0,0.0,121000.0,0.0,0
4249,29808 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33491,-122.17936,121000.0,0.0,121000.0,0.0,0
4250,29816 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33478,-122.17939,121000.0,0.0,121000.0,0.0,0
4251,29822 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33466,-122.17948,121000.0,430000.0,121000.0,430000.0,0
4252,29823 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33468,-122.17989,121000.0,430000.0,121000.0,430000.0,0
4253,29815 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33482,-122.17988,121000.0,0.0,121000.0,0.0,0
4254,29807 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33496,-122.17986,121000.0,0.0,121000.0,0.0,0
4255,29803 121ST PL SE,98092,2062.0,KENT,AUBURN,47.33511,-122.17985,121000.0,0.0,121000.0,0.0,0
4256,12009 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33516,-122.18113,121000.0,430000.0,121000.0,430000.0,0
4257,12007 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33518,-122.18133,121000.0,0.0,121000.0,0.0,0
4258,12005 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33521,-122.18154,121000.0,430000.0,121000.0,430000.0,0
4259,12001 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33536,-122.18184,121000.0,0.0,121000.0,0.0,0
4260,12002 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.3355,-122.18181,121000.0,0.0,121000.0,0.0,0
4261,12004 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33563,-122.18174,121000.0,0.0,121000.0,0.0,0
4262,12006 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33558,-122.18135,121000.0,0.0,121000.0,0.0,0
4263,12008 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33554,-122.18112,121000.0,430000.0,121000.0,430000.0,0
4264,12024 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33604,-122.18082,121000.0,0.0,121000.0,0.0,0
4265,12026 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33613,-122.18063,121000.0,0.0,121000.0,0.0,0
4266,12028 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33623,-122.18047,121000.0,0.0,121000.0,0.0,0
4267,12032 SE 297TH PL,98092,2085.0,KENT,AUBURN,47.33628,-122.18026,121000.0,0.0,121000.0,0.0,0
4268,29606 120TH CT SE,98092,3271.0,KENT,AUBURN,47.33647,-122.18134,121000.0,430000.0,121000.0,430000.0,0
4269,29619 120TH CT SE,98092,3271.0,KENT,AUBURN,47.33619,-122.18179,121000.0,430000.0,121000.0,430000.0,0
4270,29611 120TH CT SE,98092,3271.0,KENT,AUBURN,47.33636,-122.1818,121000.0,0.0,121000.0,0.0,0
4271,29605 120TH CT SE,98092,3271.0,KENT,AUBURN,47.33649,-122.1818,121000.0,0.0,121000.0,0.0,0
4272,29608 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33637,-122.18321,121000.0,0.0,121000.0,0.0,0
4273,29616 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33622,-122.18325,121000.0,0.0,121000.0,0.0,0
4274,29728 118TH PL SE,98092,3262.0,KENT,AUBURN,47.33524,-122.18322,121000.0,0.0,121000.0,0.0,0
4275,29802 118TH PL SE,98092,3263.0,KENT,AUBURN,47.33511,-122.18321,121000.0,0.0,121000.0,0.0,0
4276,29814 118TH PL SE,98092,3263.0,KENT,AUBURN,47.33496,-122.18321,121000.0,0.0,121000.0,0.0,0
4277,29818 118TH PL SE,98092,3263.0,KENT,AUBURN,47.33483,-122.18322,121000.0,0.0,121000.0,0.0,0
4278,11902 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33395,-122.18233,121000.0,0.0,121000.0,0.0,0
4279,11904 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33379,-122.18222,121000.0,0.0,121000.0,0.0,0
4280,11906 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33367,-122.18211,121000.0,0.0,121000.0,0.0,0
4281,11908 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33356,-122.18199,121000.0,0.0,121000.0,0.0,0
4282,11912 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33343,-122.18191,121000.0,0.0,121000.0,0.0,0
4283,12002 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33302,-122.18156,121000.0,0.0,121000.0,0.0,0
4284,12004 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33293,-122.1814,121000.0,0.0,121000.0,0.0,0
4285,12008 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33283,-122.18125,121000.0,0.0,121000.0,0.0,0
4286,12010 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33272,-122.18111,121000.0,0.0,121000.0,0.0,0
4287,12011 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33246,-122.18182,121000.0,0.0,121000.0,0.0,0
4288,12009 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33257,-122.18195,121000.0,0.0,121000.0,0.0,0
4289,12005 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.3327,-122.18203,121000.0,0.0,121000.0,0.0,0
4290,12003 SE 299TH PL,98092,2087.0,KENT,AUBURN,47.33282,-122.18211,121000.0,0.0,121000.0,0.0,0
4291,11913 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33324,-122.18244,121000.0,0.0,121000.0,0.0,0
4292,11909 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33336,-122.18254,121000.0,0.0,121000.0,0.0,0
4293,11907 SE 299TH PL,98092,2086.0,KENT,AUBURN,47.33348,-122.18263,121000.0,0.0,121000.0,0.0,0
4294,29904 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33437,-122.18326,121000.0,0.0,121000.0,0.0,0
4295,29908 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33423,-122.18328,121000.0,0.0,121000.0,0.0,0
4296,29912 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33407,-122.1833,121000.0,0.0,121000.0,0.0,0
4297,29916 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33394,-122.1833,121000.0,0.0,121000.0,0.0,0
4298,29917 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33393,-122.1838,121000.0,0.0,121000.0,0.0,0
4299,29915 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33408,-122.18383,121000.0,0.0,121000.0,0.0,0
4300,29909 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33422,-122.18384,121000.0,0.0,121000.0,0.0,0
4301,29905 118TH PL SE,98092,3264.0,KENT,AUBURN,47.33436,-122.18384,121000.0,0.0,121000.0,0.0,0
4302,29819 118TH PL SE,98092,3263.0,KENT,AUBURN,47.33482,-122.18384,121000.0,0.0,121000.0,0.0,0
4303,29815 118TH PL SE,98092,3263.0,KENT,AUBURN,47.33496,-122.18382,121000.0,0.0,121000.0,0.0,0
4304,29803 118TH PL SE,98092,3263.0,KENT,AUBURN,47.3351,-122.18382,121000.0,0.0,121000.0,0.0,0
4305,29729 118TH PL SE,98092,3262.0,KENT,AUBURN,47.33524,-122.18383,121000.0,0.0,121000.0,0.0,0
4306,29711 118TH PL SE,98092,3262.0,KENT,AUBURN,47.3357,-122.18383,121000.0,0.0,121000.0,0.0,0
4307,29705 118TH PL SE,98092,3262.0,KENT,AUBURN,47.33584,-122.18383,121000.0,0.0,121000.0,0.0,0
4308,29621 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33597,-122.18382,121000.0,0.0,121000.0,0.0,0
4309,29617 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33611,-122.18382,121000.0,0.0,121000.0,0.0,0
4310,29613 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33623,-122.18382,121000.0,0.0,121000.0,0.0,0
4311,29607 118TH PL SE,98092,3261.0,KENT,AUBURN,47.33637,-122.18382,121000.0,0.0,121000.0,0.0,0
4312,29511 121ST AVE SE,98092,3274.0,KENT,AUBURN,47.33749,-122.18028,99000.0,297000.0,99000.0,297000.0,0
4313,29507 121ST AVE SE,98092,3274.0,KENT,AUBURN,47.33758,-122.18028,99000.0,296000.0,99000.0,296000.0,0
4314,29503 121ST AVE SE,98092,3274.0,KENT,AUBURN,47.33768,-122.18029,99000.0,297000.0,99000.0,297000.0,0
4315,29429 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33778,-122.18029,99000.0,282000.0,99000.0,282000.0,0
4316,29427 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33787,-122.18029,99000.0,276000.0,99000.0,276000.0,0
4317,29423 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33797,-122.18028,99000.0,286000.0,99000.0,286000.0,0
4318,29419 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33806,-122.18028,99000.0,265000.0,99000.0,265000.0,0
4319,29415 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33816,-122.18028,99000.0,271000.0,99000.0,271000.0,0
4320,29413 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33825,-122.18028,99000.0,265000.0,99000.0,265000.0,0
4321,29407 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33836,-122.18028,99000.0,287000.0,99000.0,287000.0,0
4322,29405 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33845,-122.18028,121000.0,261000.0,121000.0,261000.0,0
4323,29403 121ST AVE SE,98092,3273.0,KENT,AUBURN,47.33854,-122.18028,99000.0,296000.0,99000.0,296000.0,0
4324,29331 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33865,-122.18027,99000.0,280000.0,99000.0,280000.0,0
4325,29329 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33875,-122.18026,99000.0,296000.0,99000.0,296000.0,0
4326,29321 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33885,-122.18024,99000.0,269000.0,99000.0,269000.0,0
4327,29315 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33895,-122.18019,99000.0,283000.0,99000.0,283000.0,0
4328,29311 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33905,-122.18016,99000.0,297000.0,99000.0,297000.0,0
4329,29303 121ST AVE SE,98092,3272.0,KENT,AUBURN,47.33915,-122.1801,99000.0,269000.0,99000.0,269000.0,0
4330,29304 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.3393,-122.18052,99000.0,276000.0,99000.0,276000.0,0
4331,29308 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33919,-122.18057,99000.0,294000.0,99000.0,294000.0,0
4332,29314 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.3391,-122.18062,99000.0,280000.0,99000.0,280000.0,0
4333,29318 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.339,-122.18066,99000.0,267000.0,99000.0,267000.0,0
4334,29322 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.3389,-122.18067,99000.0,296000.0,99000.0,296000.0,0
4335,29328 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33879,-122.18071,99000.0,280000.0,99000.0,280000.0,0
4336,29330 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33868,-122.18073,99000.0,296000.0,99000.0,296000.0,0
4337,29402 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33858,-122.18071,99000.0,283000.0,99000.0,283000.0,0
4338,29404 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33848,-122.18073,99000.0,296000.0,99000.0,296000.0,0
4339,29406 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.3384,-122.18073,99000.0,269000.0,99000.0,269000.0,0
4340,29410 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33831,-122.18073,99000.0,296000.0,99000.0,296000.0,0
4341,29414 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.3382,-122.18071,99000.0,276000.0,99000.0,276000.0,0
4342,29416 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.3381,-122.18073,99000.0,261000.0,99000.0,261000.0,0
4343,29420 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.338,-122.18074,99000.0,276000.0,99000.0,276000.0,0
4344,29424 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33791,-122.18073,99000.0,265000.0,99000.0,265000.0,0
4345,29428 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33782,-122.18074,99000.0,297000.0,99000.0,297000.0,0
4346,29502 120TH AVE SE,98092,3267.0,KENT,AUBURN,47.33772,-122.18072,99000.0,276000.0,99000.0,276000.0,0
4347,29506 120TH AVE SE,98092,3267.0,KENT,AUBURN,47.33763,-122.18072,99000.0,297000.0,99000.0,297000.0,0
4348,29510 120TH AVE SE,98092,3267.0,KENT,AUBURN,47.33751,-122.18072,99000.0,294000.0,99000.0,294000.0,0
4349,12108 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33944,-122.17999,99000.0,297000.0,99000.0,297000.0,0
4350,12110 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33951,-122.17989,99000.0,310000.0,99000.0,310000.0,0
4351,12114 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33958,-122.17981,99000.0,297000.0,99000.0,297000.0,0
4352,12116 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33967,-122.17973,99000.0,310000.0,99000.0,310000.0,0
4353,12118 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33975,-122.17964,99000.0,297000.0,99000.0,297000.0,0
4354,12120 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33983,-122.17953,99000.0,295000.0,99000.0,295000.0,0
4355,12122 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.3399,-122.17944,99000.0,288000.0,99000.0,288000.0,0
4356,12124 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.33998,-122.17935,99000.0,310000.0,99000.0,310000.0,0
4357,12126 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.34004,-122.17923,99000.0,297000.0,99000.0,297000.0,0
4358,12128 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.3401,-122.17914,99000.0,288000.0,99000.0,288000.0,0
4359,12130 SE 292ND ST,98092,2075.0,KENT,AUBURN,47.34016,-122.179,99000.0,301000.0,99000.0,301000.0,0
4360,12202 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34022,-122.17887,99000.0,288000.0,99000.0,288000.0,0
4361,12204 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34028,-122.17875,99000.0,301000.0,99000.0,301000.0,0
4362,12206 SE 292ND ST,98092,2076.0,KENT,AUBURN,47.34033,-122.17863,99000.0,288000.0,99000.0,288000.0,0
4363,12217 SE 292ND WAY,98092,2080.0,KENT,AUBURN,47.34064,-122.17868,99000.0,302000.0,99000.0,302000.0,0
4364,12213 SE 292ND WAY,98092,2080.0,KENT,AUBURN,47.34059,-122.17881,99000.0,302000.0,99000.0,302000.0,0
4365,12203 SE 292ND WAY,98092,2080.0,KENT,AUBURN,47.34055,-122.17897,99000.0,316000.0,99000.0,316000.0,0
4366,12115 SE 292ND WAY,98092,2079.0,KENT,AUBURN,47.3405,-122.17909,99000.0,325000.0,99000.0,325000.0,0
4367,12107 SE 292ND WAY,98092,2079.0,KENT,AUBURN,47.34044,-122.17921,99000.0,325000.0,99000.0,325000.0,0
4368,12103 SE 292ND WAY,98092,2079.0,KENT,AUBURN,47.34038,-122.17933,99000.0,316000.0,99000.0,316000.0,0
4369,12031 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.34031,-122.17944,99000.0,328000.0,99000.0,328000.0,0
4370,12029 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.34026,-122.17955,99000.0,328000.0,99000.0,328000.0,0
4371,12023 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.34019,-122.17966,99000.0,325000.0,99000.0,325000.0,0
4372,12019 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.34011,-122.17977,99000.0,325000.0,99000.0,325000.0,0
4373,12017 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.34004,-122.17987,99000.0,325000.0,99000.0,325000.0,0
4374,12015 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33995,-122.17997,99000.0,325000.0,99000.0,325000.0,0
4375,12013 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33988,-122.18004,99000.0,325000.0,99000.0,325000.0,0
4376,12011 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33979,-122.18013,99000.0,325000.0,99000.0,325000.0,0
4377,12009 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33971,-122.1802,99000.0,325000.0,99000.0,325000.0,0
4378,12007 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33962,-122.18028,99000.0,311000.0,99000.0,311000.0,0
4379,12005 SE 292ND WAY,98092,2078.0,KENT,AUBURN,47.33952,-122.18035,99000.0,311000.0,99000.0,311000.0,0
4380,29509 120TH AVE SE,98092,3267.0,KENT,AUBURN,47.33752,-122.18132,121000.0,342000.0,121000.0,342000.0,0
4381,29503 120TH AVE SE,98092,3267.0,KENT,AUBURN,47.33766,-122.18131,121000.0,341000.0,121000.0,341000.0,0
4382,29429 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.3378,-122.18131,121000.0,363000.0,121000.0,363000.0,0
4383,29421 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33795,-122.18131,121000.0,342000.0,121000.0,342000.0,0
4384,29413 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33807,-122.1813,121000.0,386000.0,121000.0,386000.0,0
4385,29411 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33835,-122.18131,121000.0,342000.0,121000.0,342000.0,0
4386,29405 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33846,-122.1813,121000.0,341000.0,121000.0,341000.0,0
4387,29401 120TH AVE SE,98092,3266.0,KENT,AUBURN,47.33863,-122.1813,121000.0,363000.0,121000.0,363000.0,0
4388,29327 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33875,-122.18129,121000.0,341000.0,121000.0,341000.0,0
4389,29323 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.3389,-122.18128,121000.0,385000.0,121000.0,385000.0,0
4390,29317 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33905,-122.18128,121000.0,344000.0,121000.0,344000.0,0
4391,29313 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33918,-122.18118,121000.0,343000.0,121000.0,343000.0,0
4392,29309 120TH AVE SE,98092,3265.0,KENT,AUBURN,47.33931,-122.18119,121000.0,403000.0,121000.0,403000.0,0
4393,29305 120TH WAY SE,98092,3270.0,KENT,AUBURN,47.33946,-122.18119,121000.0,350000.0,121000.0,350000.0,0
4394,29303 120TH WAY SE,98092,3270.0,KENT,AUBURN,47.33959,-122.18124,121000.0,378000.0,121000.0,378000.0,0
4395,29229 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.33972,-122.18125,121000.0,364000.0,121000.0,364000.0,0
4396,29227 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.33985,-122.18125,121000.0,348000.0,121000.0,348000.0,0
4397,29223 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.33999,-122.18124,121000.0,350000.0,121000.0,350000.0,0
4398,29219 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34012,-122.18123,121000.0,375000.0,121000.0,375000.0,0
4399,29217 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34026,-122.18126,121000.0,348000.0,121000.0,348000.0,0
4400,29205 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34038,-122.18123,121000.0,358000.0,121000.0,358000.0,0
4401,29203 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34054,-122.18123,121000.0,396000.0,121000.0,396000.0,0
4402,29123 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34076,-122.1814,121000.0,336000.0,121000.0,336000.0,0
4403,29121 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.3408,-122.18117,121000.0,376000.0,121000.0,376000.0,0
4404,29115 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34092,-122.18076,121000.0,381000.0,121000.0,381000.0,0
4405,29107 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34102,-122.18063,121000.0,381000.0,121000.0,381000.0,0
4406,29025 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.3411,-122.18034,121000.0,312000.0,121000.0,312000.0,0
4407,29019 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.34119,-122.18042,121000.0,347000.0,121000.0,347000.0,0
4408,29015 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.34129,-122.18051,121000.0,308000.0,121000.0,308000.0,0
4409,29013 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.34138,-122.1806,121000.0,315000.0,121000.0,315000.0,0
4410,29011 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.34146,-122.18071,121000.0,295000.0,121000.0,295000.0,0
4411,29009 121ST WAY SE,98092,2064.0,KENT,AUBURN,47.34157,-122.18081,121000.0,279000.0,121000.0,279000.0,0
4412,29104 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34088,-122.17995,121000.0,299000.0,121000.0,299000.0,0
4413,29110 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.3408,-122.1801,121000.0,317000.0,121000.0,317000.0,0
4414,29112 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34072,-122.18021,121000.0,296000.0,121000.0,296000.0,0
4415,29114 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34065,-122.18034,121000.0,301000.0,121000.0,301000.0,0
4416,29122 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34057,-122.18044,121000.0,303000.0,121000.0,303000.0,0
4417,29128 120TH WAY SE,98092,3268.0,KENT,AUBURN,47.34048,-122.18057,121000.0,313000.0,121000.0,313000.0,0
4418,29208 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34038,-122.18067,121000.0,280000.0,121000.0,280000.0,0
4419,29210 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34026,-122.1807,121000.0,300000.0,121000.0,300000.0,0
4420,29218 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34015,-122.18066,121000.0,313000.0,121000.0,313000.0,0
4421,29220 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.34003,-122.1807,121000.0,279000.0,121000.0,279000.0,0
4422,29224 120TH WAY SE,98092,3269.0,KENT,AUBURN,47.33993,-122.18069,121000.0,327000.0,121000.0,327000.0,0
